#format table ## [Custom WaveView] saved 14:28:45 Wed Mar 11 2026
TIME ,x_ssad.v(d5) ,x_ssad.v(d4) ,x_ssad.v(d3) ,x_ssad.v(d2) ,x_ssad.v(d1) ,x_ssad.v(d0) 
 1.330E-03 , 7.428E-06 , 7.428E-06 , 7.428E-06 , 1.345E+00 , 7.428E-06 , 7.428E-06 
 1.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.011E-08 , 2.011E-08 
 1.430E-03 , 7.421E-06 , 7.421E-06 , 7.421E-06 , 1.345E+00 , 7.421E-06 , 7.421E-06 
 1.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 , 2.014E-08 
 1.530E-03 , 7.415E-06 , 7.415E-06 , 7.415E-06 , 1.345E+00 , 7.415E-06 , 7.415E-06 
 1.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 
 1.630E-03 , 7.410E-06 , 7.410E-06 , 7.410E-06 , 1.345E+00 , 7.410E-06 , 7.410E-06 
 1.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 
 1.730E-03 , 5.223E-05 , 5.223E-05 , 5.223E-05 , 5.223E-05 , 1.345E+00 , 1.345E+00 
 1.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.011E-08 , 1.345E+00 
 1.830E-03 , 5.221E-05 , 5.221E-05 , 5.221E-05 , 5.221E-05 , 1.345E+00 , 1.345E+00 
 1.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 
 1.930E-03 , 7.398E-06 , 7.398E-06 , 7.398E-06 , 1.345E+00 , 7.398E-06 , 7.398E-06 
 1.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.015E-08 , 1.345E+00 
 2.030E-03 , 5.214E-05 , 5.214E-05 , 5.214E-05 , 5.214E-05 , 1.345E+00 , 1.345E+00 
 2.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 
 2.130E-03 , 5.212E-05 , 5.212E-05 , 5.212E-05 , 5.212E-05 , 1.345E+00 , 1.345E+00 
 2.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 , 1.345E+00 
 2.230E-03 , 5.211E-05 , 5.211E-05 , 5.211E-05 , 5.211E-05 , 1.345E+00 , 1.345E+00 
 2.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 
 2.330E-03 , 5.208E-05 , 5.208E-05 , 5.208E-05 , 5.208E-05 , 1.345E+00 , 1.345E+00 
 2.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.008E-08 , 1.345E+00 
 2.430E-03 , 5.204E-05 , 5.204E-05 , 5.204E-05 , 5.204E-05 , 1.345E+00 , 1.345E+00 
 2.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 
 2.530E-03 , 7.372E-06 , 7.372E-06 , 7.372E-06 , 7.372E-06 , 1.345E+00 , 7.372E-06 
 2.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 
 2.630E-03 , 5.196E-05 , 5.196E-05 , 5.196E-05 , 5.196E-05 , 1.345E+00 , 1.345E+00 
 2.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 2.730E-03 , 7.361E-06 , 7.361E-06 , 7.361E-06 , 7.361E-06 , 1.345E+00 , 7.361E-06 
 2.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 
 2.830E-03 , 7.355E-06 , 7.355E-06 , 7.355E-06 , 7.355E-06 , 1.345E+00 , 7.355E-06 
 2.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 
 2.930E-03 , 5.183E-05 , 5.183E-05 , 5.183E-05 , 5.183E-05 , 1.345E+00 , 1.345E+00 
 2.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 3.030E-03 , 7.345E-06 , 7.345E-06 , 7.345E-06 , 7.345E-06 , 1.345E+00 , 7.345E-06 
 3.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 3.130E-03 , 7.338E-06 , 7.338E-06 , 7.338E-06 , 7.338E-06 , 1.345E+00 , 7.338E-06 
 3.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 3.230E-03 , 7.333E-06 , 7.333E-06 , 7.333E-06 , 7.333E-06 , 1.345E+00 , 7.333E-06 
 3.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 3.330E-03 , 7.327E-06 , 7.327E-06 , 7.327E-06 , 7.327E-06 , 1.345E+00 , 7.327E-06 
 3.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 3.430E-03 , 7.321E-06 , 7.321E-06 , 7.321E-06 , 7.321E-06 , 1.345E+00 , 7.321E-06 
 3.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 3.530E-03 , 7.314E-06 , 7.314E-06 , 7.314E-06 , 7.314E-06 , 1.345E+00 , 7.314E-06 
 3.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 3.630E-03 , 7.310E-06 , 7.310E-06 , 7.310E-06 , 7.310E-06 , 1.345E+00 , 7.310E-06 
 3.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 3.730E-03 , 7.305E-06 , 7.305E-06 , 7.305E-06 , 7.305E-06 , 7.305E-06 , 1.345E+00 
 3.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 3.830E-03 , 7.299E-06 , 7.299E-06 , 7.299E-06 , 7.299E-06 , 1.345E+00 , 7.299E-06 
 3.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 3.930E-03 , 7.294E-06 , 7.294E-06 , 7.294E-06 , 7.294E-06 , 1.345E+00 , 7.294E-06 
 3.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 4.030E-03 , 7.288E-06 , 7.288E-06 , 7.288E-06 , 7.288E-06 , 7.288E-06 , 1.345E+00 
 4.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 4.130E-03 , 7.283E-06 , 7.283E-06 , 7.283E-06 , 7.283E-06 , 1.345E+00 , 7.283E-06 
 4.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 4.230E-03 , 7.278E-06 , 7.278E-06 , 7.278E-06 , 7.278E-06 , 7.278E-06 , 1.345E+00 
 4.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 4.330E-03 , 7.272E-06 , 7.272E-06 , 7.272E-06 , 7.272E-06 , 7.272E-06 , 1.345E+00 
 4.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 4.430E-03 , 7.267E-06 , 7.267E-06 , 7.267E-06 , 7.267E-06 , 1.345E+00 , 7.267E-06 
 4.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 4.530E-03 , 7.261E-06 , 7.261E-06 , 7.261E-06 , 7.261E-06 , 7.261E-06 , 1.345E+00 
 4.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 4.630E-03 , 7.256E-06 , 7.256E-06 , 7.256E-06 , 7.256E-06 , 7.256E-06 , 1.345E+00 
 4.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 
 4.730E-03 , 7.250E-06 , 7.250E-06 , 7.250E-06 , 7.250E-06 , 7.250E-06 , 1.345E+00 
 4.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 4.830E-03 , 7.245E-06 , 7.245E-06 , 7.245E-06 , 7.245E-06 , 7.245E-06 , 1.345E+00 
 4.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 
 4.930E-03 , 7.240E-06 , 7.240E-06 , 7.240E-06 , 7.240E-06 , 1.345E+00 , 7.240E-06 
 4.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 5.030E-03 , 7.234E-06 , 7.234E-06 , 7.234E-06 , 7.234E-06 , 7.234E-06 , 1.345E+00 
 5.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 5.130E-03 , 7.231E-06 , 7.231E-06 , 7.231E-06 , 7.231E-06 , 7.231E-06 , 1.345E+00 
 5.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 5.230E-03 , 7.226E-06 , 7.226E-06 , 7.226E-06 , 7.226E-06 , 7.226E-06 , 1.345E+00 
 5.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 5.330E-03 , 7.221E-06 , 7.221E-06 , 7.221E-06 , 7.221E-06 , 7.221E-06 , 1.345E+00 
 5.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 
 5.430E-03 , 7.216E-06 , 7.216E-06 , 7.216E-06 , 7.216E-06 , 1.345E+00 , 7.216E-06 
 5.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 5.530E-03 , 7.210E-06 , 7.210E-06 , 7.210E-06 , 7.210E-06 , 7.210E-06 , 1.345E+00 
 5.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 5.630E-03 , 7.205E-06 , 7.205E-06 , 7.205E-06 , 7.205E-06 , 7.205E-06 , 1.345E+00 
 5.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 5.730E-03 , 7.201E-06 , 7.201E-06 , 7.201E-06 , 7.201E-06 , 7.201E-06 , 1.345E+00 
 5.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 5.830E-03 , 7.195E-06 , 7.195E-06 , 7.195E-06 , 7.195E-06 , 7.195E-06 , 1.345E+00 
 5.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 
 5.930E-03 , 7.191E-06 , 7.191E-06 , 7.191E-06 , 7.191E-06 , 1.345E+00 , 7.191E-06 
 5.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 6.030E-03 , 7.186E-06 , 7.186E-06 , 7.186E-06 , 7.186E-06 , 7.186E-06 , 1.345E+00 
 6.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 6.130E-03 , 7.182E-06 , 7.182E-06 , 7.182E-06 , 7.182E-06 , 1.345E+00 , 7.182E-06 
 6.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 6.230E-03 , 7.177E-06 , 7.177E-06 , 7.177E-06 , 7.177E-06 , 7.177E-06 , 1.345E+00 
 6.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 6.330E-03 , 7.173E-06 , 7.173E-06 , 7.173E-06 , 7.173E-06 , 1.345E+00 , 7.173E-06 
 6.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 6.430E-03 , 7.167E-06 , 7.167E-06 , 7.167E-06 , 7.167E-06 , 1.345E+00 , 7.167E-06 
 6.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 6.530E-03 , 7.162E-06 , 7.162E-06 , 7.162E-06 , 7.162E-06 , 7.162E-06 , 1.345E+00 
 6.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 6.630E-03 , 7.156E-06 , 7.156E-06 , 7.156E-06 , 7.156E-06 , 1.345E+00 , 7.156E-06 
 6.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 6.730E-03 , 7.152E-06 , 7.152E-06 , 7.152E-06 , 7.152E-06 , 7.152E-06 , 1.345E+00 
 6.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 6.830E-03 , 7.147E-06 , 7.147E-06 , 7.147E-06 , 7.147E-06 , 1.345E+00 , 7.147E-06 
 6.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 
 6.930E-03 , 7.143E-06 , 7.143E-06 , 7.143E-06 , 7.143E-06 , 1.345E+00 , 7.143E-06 
 6.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 7.030E-03 , 7.138E-06 , 7.138E-06 , 7.138E-06 , 7.138E-06 , 1.345E+00 , 7.138E-06 
 7.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 7.130E-03 , 7.133E-06 , 7.133E-06 , 7.133E-06 , 7.133E-06 , 1.345E+00 , 7.133E-06 
 7.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 7.230E-03 , 7.129E-06 , 7.129E-06 , 7.129E-06 , 7.129E-06 , 1.345E+00 , 7.129E-06 
 7.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 7.330E-03 , 7.123E-06 , 7.123E-06 , 7.123E-06 , 7.123E-06 , 1.345E+00 , 7.123E-06 
 7.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 7.430E-03 , 5.017E-05 , 5.017E-05 , 5.017E-05 , 5.017E-05 , 1.345E+00 , 1.345E+00 
 7.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 7.530E-03 , 7.116E-06 , 7.116E-06 , 7.116E-06 , 7.116E-06 , 1.345E+00 , 7.116E-06 
 7.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.015E-08 
 7.630E-03 , 5.012E-05 , 5.012E-05 , 5.012E-05 , 5.012E-05 , 1.345E+00 , 1.345E+00 
 7.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 
 7.730E-03 , 7.108E-06 , 7.108E-06 , 7.108E-06 , 7.108E-06 , 1.345E+00 , 7.108E-06 
 7.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 
 7.830E-03 , 5.005E-05 , 5.005E-05 , 5.005E-05 , 5.005E-05 , 1.345E+00 , 1.345E+00 
 7.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.010E-08 , 1.345E+00 
 7.930E-03 , 5.006E-05 , 5.006E-05 , 5.006E-05 , 5.006E-05 , 1.345E+00 , 1.345E+00 
 7.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 
 8.030E-03 , 5.004E-05 , 5.004E-05 , 5.004E-05 , 5.004E-05 , 1.345E+00 , 1.345E+00 
 8.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 
 8.130E-03 , 5.001E-05 , 5.001E-05 , 5.001E-05 , 5.001E-05 , 1.345E+00 , 1.345E+00 
 8.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 
 8.230E-03 , 5.001E-05 , 5.001E-05 , 5.001E-05 , 5.001E-05 , 1.345E+00 , 1.345E+00 
 8.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 
 8.330E-03 , 4.998E-05 , 4.998E-05 , 4.998E-05 , 4.998E-05 , 1.345E+00 , 1.345E+00 
 8.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 
 8.430E-03 , 7.083E-06 , 7.083E-06 , 7.083E-06 , 1.345E+00 , 7.083E-06 , 7.083E-06 
 8.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 , 1.345E+00 
 8.530E-03 , 4.993E-05 , 4.993E-05 , 4.993E-05 , 4.993E-05 , 1.345E+00 , 1.345E+00 
 8.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 , 1.345E+00 
 8.630E-03 , 7.079E-06 , 7.079E-06 , 7.079E-06 , 1.345E+00 , 7.079E-06 , 7.079E-06 
 8.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 
 8.730E-03 , 4.991E-05 , 4.991E-05 , 4.991E-05 , 4.991E-05 , 1.345E+00 , 1.345E+00 
 8.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 
 8.830E-03 , 7.072E-06 , 7.072E-06 , 7.072E-06 , 1.345E+00 , 7.072E-06 , 7.072E-06 
 8.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 , 2.012E-08 
 8.930E-03 , 5.420E-05 , 5.420E-05 , 5.420E-05 , 1.345E+00 , 5.420E-05 , 1.345E+00 
 8.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 
 9.030E-03 , 7.064E-06 , 7.064E-06 , 7.064E-06 , 1.345E+00 , 7.064E-06 , 7.064E-06 
 9.080E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 , 2.014E-08 
 9.130E-03 , 5.415E-05 , 5.415E-05 , 5.415E-05 , 1.345E+00 , 5.415E-05 , 1.345E+00 
 9.180E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 , 1.345E+00 
 9.230E-03 , 7.057E-06 , 7.057E-06 , 7.057E-06 , 1.345E+00 , 7.057E-06 , 7.057E-06 
 9.280E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 
 9.330E-03 , 5.409E-05 , 5.409E-05 , 5.409E-05 , 1.345E+00 , 5.409E-05 , 1.345E+00 
 9.380E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 , 1.345E+00 , 1.345E+00 
 9.430E-03 , 5.406E-05 , 5.406E-05 , 5.406E-05 , 1.345E+00 , 5.406E-05 , 1.345E+00 
 9.480E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 , 1.345E+00 
 9.530E-03 , 5.405E-05 , 5.405E-05 , 5.405E-05 , 1.345E+00 , 5.405E-05 , 1.345E+00 
 9.580E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.020E-08 , 1.345E+00 , 1.345E+00 
 9.630E-03 , 4.968E-05 , 4.968E-05 , 4.968E-05 , 1.345E+00 , 1.345E+00 , 4.968E-05 
 9.680E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 , 2.013E-08 
 9.730E-03 , 5.400E-05 , 5.400E-05 , 5.400E-05 , 1.345E+00 , 5.400E-05 , 1.345E+00 
 9.780E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 , 1.345E+00 
 9.830E-03 , 4.963E-05 , 4.963E-05 , 4.963E-05 , 1.345E+00 , 1.345E+00 , 4.963E-05 
 9.880E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.012E-08 , 1.345E+00 , 2.012E-08 
 9.930E-03 , 4.959E-05 , 4.959E-05 , 4.959E-05 , 1.345E+00 , 1.345E+00 , 4.959E-05 
 9.980E-03 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 1.345E+00 , 2.013E-08 
 1.003E-02 , 4.956E-05 , 4.956E-05 , 4.956E-05 , 1.345E+00 , 1.345E+00 , 4.956E-05 
 1.008E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 , 1.345E+00 , 2.015E-08 
 1.013E-02 , 5.391E-08 , 5.391E-08 , 5.391E-08 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 1.018E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 , 1.345E+00 
 1.023E-02 , 4.951E-05 , 4.951E-05 , 4.951E-05 , 1.345E+00 , 1.345E+00 , 4.951E-05 
 1.028E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.013E-08 , 2.013E-08 , 1.345E+00 
 1.033E-02 , 5.362E-08 , 5.362E-08 , 5.362E-08 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 1.038E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.010E-08 , 2.010E-08 , 1.345E+00 
 1.043E-02 , 5.370E-08 , 5.370E-08 , 5.370E-08 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 1.048E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.014E-08 , 2.014E-08 , 1.345E+00 
 1.053E-02 , 5.380E-08 , 5.380E-08 , 5.380E-08 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 1.058E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 2.017E-08 , 2.017E-08 , 1.345E+00 
 1.063E-02 , 7.001E-06 , 7.001E-06 , 1.345E+00 , 7.001E-06 , 7.001E-06 , 7.001E-06 
 1.068E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 5.385E-08 , 5.385E-08 , 5.386E-08 
 1.073E-02 , 5.389E-08 , 5.389E-08 , 5.389E-08 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 1.078E-02 , 1.345E+00 , 1.345E+00 , 1.345E+00 , 5.387E-08 , 5.387E-08 , 5.387E-08 
 1.083E-02 , 6.991E-06 , 6.991E-06 , 1.345E+00 , 6.991E-06 , 6.991E-06 , 6.991E-06 
 1.088E-02 , 1.345E+00 , 1.345E+00 , 2.009E-08 , 1.345E+00 , 1.345E+00 , 1.345E+00 
 1.093E-02 , 5.361E-05 , 5.361E-05 , 1.345E+00 , 5.361E-05 , 5.361E-05 , 1.345E+00 
