#format table ## [Custom WaveView] saved 13:29:16 Wed Mar 11 2026
TIME ,x_ssad.v(d5) ,x_ssad.v(d4) ,x_ssad.v(d3) ,x_ssad.v(d2) ,x_ssad.v(d1) ,x_ssad.v(d0) 
 2.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 2.930E-03 , 2.535E-05 , 2.535E-05 , 2.535E-05 , 2.535E-05 , 1.347E+00 , 1.347E+00 
 2.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 
 3.030E-03 , 1.382E-05 , 1.382E-05 , 1.382E-05 , 1.382E-05 , 1.347E+00 , 1.382E-05 
 3.080E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 3.130E-03 , 1.382E-05 , 1.382E-05 , 1.382E-05 , 1.382E-05 , 1.347E+00 , 1.382E-05 
 3.180E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 
 3.230E-03 , 1.382E-05 , 1.382E-05 , 1.382E-05 , 1.382E-05 , 1.347E+00 , 1.382E-05 
 3.280E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 3.330E-03 , 1.381E-05 , 1.381E-05 , 1.381E-05 , 1.381E-05 , 1.347E+00 , 1.381E-05 
 3.380E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 3.430E-03 , 1.380E-05 , 1.380E-05 , 1.380E-05 , 1.380E-05 , 1.347E+00 , 1.380E-05 
 3.480E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 3.530E-03 , 1.380E-05 , 1.380E-05 , 1.380E-05 , 1.380E-05 , 1.347E+00 , 1.380E-05 
 3.580E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 3.630E-03 , 1.380E-05 , 1.380E-05 , 1.380E-05 , 1.380E-05 , 1.347E+00 , 1.380E-05 
 3.680E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 3.730E-03 , 1.379E-05 , 1.379E-05 , 1.379E-05 , 1.379E-05 , 1.379E-05 , 1.347E+00 
 3.780E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 3.830E-03 , 1.379E-05 , 1.379E-05 , 1.379E-05 , 1.379E-05 , 1.347E+00 , 1.379E-05 
 3.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 3.930E-03 , 1.378E-05 , 1.378E-05 , 1.378E-05 , 1.378E-05 , 1.347E+00 , 1.378E-05 
 3.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 4.030E-03 , 1.378E-05 , 1.378E-05 , 1.378E-05 , 1.378E-05 , 1.378E-05 , 1.347E+00 
 4.080E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 4.130E-03 , 1.377E-05 , 1.377E-05 , 1.377E-05 , 1.377E-05 , 1.347E+00 , 1.377E-05 
 4.180E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 
 4.230E-03 , 1.377E-05 , 1.377E-05 , 1.377E-05 , 1.377E-05 , 1.377E-05 , 1.347E+00 
 4.280E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 4.330E-03 , 1.376E-05 , 1.376E-05 , 1.376E-05 , 1.376E-05 , 1.376E-05 , 1.347E+00 
 4.380E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.013E-08 
 4.430E-03 , 1.376E-05 , 1.376E-05 , 1.376E-05 , 1.376E-05 , 1.347E+00 , 1.376E-05 
 4.480E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 4.530E-03 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.347E+00 
 4.580E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 4.630E-03 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.347E+00 
 4.680E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 
 4.730E-03 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.375E-05 , 1.347E+00 
 4.780E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 4.830E-03 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.347E+00 
 4.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.013E-08 
 4.930E-03 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.347E+00 , 1.374E-05 
 4.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 5.030E-03 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.374E-05 , 1.347E+00 
 5.080E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 5.130E-03 , 1.373E-05 , 1.373E-05 , 1.373E-05 , 1.373E-05 , 1.373E-05 , 1.347E+00 
 5.180E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.012E-08 
 5.230E-03 , 1.372E-05 , 1.372E-05 , 1.372E-05 , 1.372E-05 , 1.372E-05 , 1.347E+00 
 5.280E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 5.330E-03 , 1.372E-05 , 1.372E-05 , 1.372E-05 , 1.372E-05 , 1.372E-05 , 1.347E+00 
 5.380E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 5.430E-03 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.347E+00 , 1.371E-05 
 5.480E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 5.530E-03 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.347E+00 
 5.580E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 5.630E-03 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.347E+00 
 5.680E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.014E-08 
 5.730E-03 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.371E-05 , 1.347E+00 
 5.780E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 5.830E-03 , 1.370E-05 , 1.370E-05 , 1.370E-05 , 1.370E-05 , 1.370E-05 , 1.347E+00 
 5.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 5.930E-03 , 1.370E-05 , 1.370E-05 , 1.370E-05 , 1.370E-05 , 1.347E+00 , 1.370E-05 
 5.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 6.030E-03 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.347E+00 
 6.080E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 6.130E-03 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.347E+00 , 1.369E-05 
 6.180E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.012E-08 
 6.230E-03 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.369E-05 , 1.347E+00 
 6.280E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 6.330E-03 , 1.368E-05 , 1.368E-05 , 1.368E-05 , 1.368E-05 , 1.347E+00 , 1.368E-05 
 6.380E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 6.430E-03 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.347E+00 , 1.367E-05 
 6.480E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 6.530E-03 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.347E+00 
 6.580E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 6.630E-03 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.347E+00 , 1.367E-05 
 6.680E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 6.730E-03 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.367E-05 , 1.347E+00 
 6.780E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 6.830E-03 , 1.366E-05 , 1.366E-05 , 1.366E-05 , 1.366E-05 , 1.347E+00 , 1.366E-05 
 6.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.014E-08 
 6.930E-03 , 1.366E-05 , 1.366E-05 , 1.366E-05 , 1.366E-05 , 1.347E+00 , 1.366E-05 
 6.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 7.030E-03 , 1.366E-05 , 1.366E-05 , 1.366E-05 , 1.366E-05 , 1.347E+00 , 1.366E-05 
 7.080E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 7.130E-03 , 1.365E-05 , 1.365E-05 , 1.365E-05 , 1.365E-05 , 1.347E+00 , 1.365E-05 
 7.180E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.012E-08 
 7.230E-03 , 1.364E-05 , 1.364E-05 , 1.364E-05 , 1.364E-05 , 1.347E+00 , 1.364E-05 
 7.280E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.013E-08 
 7.330E-03 , 1.364E-05 , 1.364E-05 , 1.364E-05 , 1.364E-05 , 1.347E+00 , 1.364E-05 
 7.380E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 7.430E-03 , 2.577E-05 , 2.577E-05 , 2.577E-05 , 2.577E-05 , 1.347E+00 , 1.347E+00 
 7.480E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 7.530E-03 , 1.363E-05 , 1.363E-05 , 1.363E-05 , 1.363E-05 , 1.347E+00 , 1.363E-05 
 7.580E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 
 7.630E-03 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 1.347E+00 , 1.347E+00 
 7.680E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.015E-08 
 7.730E-03 , 1.361E-05 , 1.361E-05 , 1.361E-05 , 1.361E-05 , 1.347E+00 , 1.361E-05 
 7.780E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 7.830E-03 , 2.577E-05 , 2.577E-05 , 2.577E-05 , 2.577E-05 , 1.347E+00 , 1.347E+00 
 7.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.017E-08 , 1.347E+00 
 7.930E-03 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 1.347E+00 , 1.347E+00 
 7.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 1.347E+00 
 8.030E-03 , 2.577E-05 , 2.577E-05 , 2.577E-05 , 2.577E-05 , 1.347E+00 , 1.347E+00 
 8.080E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 
 8.130E-03 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 1.347E+00 , 1.347E+00 
 8.180E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 1.347E+00 
 8.230E-03 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 1.347E+00 , 1.347E+00 
 8.280E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.009E-08 , 1.347E+00 
 8.330E-03 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 2.578E-05 , 1.347E+00 , 1.347E+00 
 8.380E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.014E-08 , 2.014E-08 
 8.430E-03 , 1.357E-05 , 1.357E-05 , 1.357E-05 , 1.347E+00 , 1.357E-05 , 1.357E-05 
 8.480E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 1.347E+00 
 8.530E-03 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 1.347E+00 , 1.347E+00 
 8.580E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 , 1.347E+00 
 8.630E-03 , 1.355E-05 , 1.355E-05 , 1.355E-05 , 1.347E+00 , 1.355E-05 , 1.355E-05 
 8.680E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 2.011E-08 
 8.730E-03 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 1.347E+00 , 1.347E+00 
 8.780E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.012E-08 , 2.012E-08 
 8.830E-03 , 1.354E-05 , 1.354E-05 , 1.354E-05 , 1.347E+00 , 1.354E-05 , 1.354E-05 
 8.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.014E-08 , 2.014E-08 
 8.930E-03 , 1.980E-05 , 1.980E-05 , 1.980E-05 , 1.347E+00 , 1.980E-05 , 1.347E+00 
 8.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 2.011E-08 
 9.030E-03 , 1.352E-05 , 1.352E-05 , 1.352E-05 , 1.347E+00 , 1.352E-05 , 1.352E-05 
 9.080E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 2.011E-08 
 9.130E-03 , 1.980E-05 , 1.980E-05 , 1.980E-05 , 1.347E+00 , 1.980E-05 , 1.347E+00 
 9.180E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 1.347E+00 , 1.347E+00 
 9.230E-03 , 1.350E-05 , 1.350E-05 , 1.350E-05 , 1.347E+00 , 1.350E-05 , 1.350E-05 
 9.280E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 , 2.010E-08 
 9.330E-03 , 1.980E-05 , 1.980E-05 , 1.980E-05 , 1.347E+00 , 1.980E-05 , 1.347E+00 
 9.380E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.012E-08 , 1.347E+00 , 1.347E+00 
 9.430E-03 , 1.980E-05 , 1.980E-05 , 1.980E-05 , 1.347E+00 , 1.980E-05 , 1.347E+00 
 9.480E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 1.347E+00 , 1.347E+00 
 9.530E-03 , 1.980E-05 , 1.980E-05 , 1.980E-05 , 1.347E+00 , 1.980E-05 , 1.347E+00 
 9.580E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 , 1.347E+00 , 1.347E+00 
 9.630E-03 , 2.577E-05 , 2.577E-05 , 2.577E-05 , 1.347E+00 , 1.347E+00 , 2.577E-05 
 9.680E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.009E-08 , 1.347E+00 , 2.009E-08 
 9.730E-03 , 1.982E-05 , 1.982E-05 , 1.982E-05 , 1.347E+00 , 1.982E-05 , 1.347E+00 
 9.780E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.009E-08 , 1.347E+00 , 1.347E+00 
 9.830E-03 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 1.347E+00 , 1.347E+00 , 2.579E-05 
 9.880E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.014E-08 , 1.347E+00 , 2.014E-08 
 9.930E-03 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 1.347E+00 , 1.347E+00 , 2.579E-05 
 9.980E-03 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 1.347E+00 , 2.011E-08 
 1.003E-02 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 1.347E+00 , 1.347E+00 , 2.579E-05 
 1.008E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.012E-08 , 1.347E+00 , 2.012E-08 
 1.013E-02 , 2.208E-08 , 2.208E-08 , 2.208E-08 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 1.018E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.014E-08 , 2.014E-08 , 1.347E+00 
 1.023E-02 , 2.579E-05 , 2.579E-05 , 2.579E-05 , 1.347E+00 , 1.347E+00 , 2.579E-05 
 1.028E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 2.011E-08 , 1.347E+00 
 1.033E-02 , 2.205E-08 , 2.205E-08 , 2.205E-08 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 1.038E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.016E-08 , 2.016E-08 , 1.347E+00 
 1.043E-02 , 2.203E-08 , 2.203E-08 , 2.203E-08 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 1.048E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.011E-08 , 2.011E-08 , 1.347E+00 
 1.053E-02 , 2.204E-08 , 2.204E-08 , 2.204E-08 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 1.058E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.010E-08 , 2.010E-08 , 1.347E+00 
 1.063E-02 , 1.340E-05 , 1.340E-05 , 1.347E+00 , 1.340E-05 , 1.340E-05 , 1.340E-05 
 1.068E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.206E-08 , 2.206E-08 , 2.206E-08 
 1.073E-02 , 2.203E-08 , 2.203E-08 , 2.203E-08 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 1.078E-02 , 1.347E+00 , 1.347E+00 , 1.347E+00 , 2.208E-08 , 2.208E-08 , 2.208E-08 
 1.083E-02 , 1.339E-05 , 1.339E-05 , 1.347E+00 , 1.339E-05 , 1.339E-05 , 1.339E-05 
 1.088E-02 , 1.347E+00 , 1.347E+00 , 2.012E-08 , 1.347E+00 , 1.347E+00 , 1.347E+00 
 1.093E-02 , 1.985E-05 , 1.985E-05 , 1.347E+00 , 1.985E-05 , 1.985E-05 , 1.347E+00 
